date,region,channel,format,tier,units,gross_revenue_gbp,cogs_fees_gbp,profit_gbp,customer_age_band,customer_segment,customer_income_band,week
2023-12-22,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,12.62,1.05,11.57,25-34,Early_Career,35-50k,2023-12-18/2023-12-24
2023-11-27,Rest_of_UK,Amazon,Print,N/A,1,20.79,9.74,11.05,25-34,Mid_Career,35-50k,2023-11-27/2023-12-03
2023-12-06,Rest_of_UK,Amazon,Print,N/A,1,18.79,8.37,10.42,16-24,Student,20-35k,2023-12-04/2023-12-10
2023-11-24,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,13.78,2.19,11.58,16-24,Early_Career,35-50k,2023-11-20/2023-11-26
2023-12-17,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,12.78,1.58,11.2,55+,Early_Career,20-35k,2023-12-11/2023-12-17
2023-12-06,Manchester,Amazon,Print,N/A,1,27.04,10.51,16.54,45-54,Student,<20k,2023-12-04/2023-12-10
2023-11-04,Rest_of_UK,Indie_Bookshop,Print,N/A,2,62.56,22.78,39.78,25-34,Student,35-50k,2023-10-30/2023-11-05
2023-11-11,Manchester,Humble_Direct,Digital,TIER_18,2,53.0,9.2,43.8,16-24,Student,20-35k,2023-11-06/2023-11-12
2023-11-12,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,28.15,2.95,25.2,25-34,Mid_Career,50-75k,2023-11-06/2023-11-12
2023-12-09,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,18.68,2.72,15.96,55+,Early_Career,20-35k,2023-12-04/2023-12-10
2023-11-28,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,18.07,1.45,16.61,25-34,Mid_Career,75k+,2023-11-27/2023-12-03
2023-11-20,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,27.1,2.51,24.59,16-24,Early_Career,35-50k,2023-11-20/2023-11-26
2023-11-21,Rest_of_UK,Amazon,Digital,N/A,2,36.33,6.44,29.89,16-24,Hobbyist,<20k,2023-11-20/2023-11-26
2023-11-03,Manchester,Humble_Direct,Digital,TIER_10,2,24.7,4.41,20.29,35-44,Mid_Career,20-35k,2023-10-30/2023-11-05
2023-12-04,Manchester,Humble_Direct,Digital,TIER_18,1,22.27,3.23,19.04,35-44,Student,20-35k,2023-12-04/2023-12-10
2023-12-21,Rest_of_UK,Amazon,Print,N/A,2,53.27,25.02,28.25,45-54,Student,35-50k,2023-12-18/2023-12-24
2023-12-03,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,15.41,1.48,13.93,25-34,Mid_Career,<20k,2023-11-27/2023-12-03
2023-12-14,Rest_of_UK,Humble_Direct,Digital,TIER_10,3,41.19,6.43,34.76,45-54,Mid_Career,20-35k,2023-12-11/2023-12-17
2023-11-13,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,50.92,5.87,45.05,45-54,Early_Career,35-50k,2023-11-13/2023-11-19
2023-11-06,Rest_of_UK,Other_Online,Print,N/A,2,55.96,16.4,39.57,16-24,Early_Career,50-75k,2023-11-06/2023-11-12
2023-12-19,Manchester,Humble_Direct,Digital,TIER_10,4,48.31,7.8,40.5,16-24,Early_Career,20-35k,2023-12-18/2023-12-24
2023-12-23,Rest_of_UK,Humble_Direct,Digital,TIER_10,3,45.93,6.31,39.62,35-44,Hobbyist,<20k,2023-12-18/2023-12-24
2023-11-24,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,15.55,2.37,13.19,25-34,Mid_Career,50-75k,2023-11-20/2023-11-26
2023-12-08,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,14.36,1.22,13.15,25-34,Student,75k+,2023-12-04/2023-12-10
2023-11-15,Rest_of_UK,Indie_Bookshop,Print,N/A,3,98.39,38.1,60.29,35-44,Student,35-50k,2023-11-13/2023-11-19
2023-12-15,Manchester,Other_Online,Digital,N/A,2,33.82,4.15,29.67,35-44,Early_Career,50-75k,2023-12-11/2023-12-17
2023-11-27,Rest_of_UK,Amazon,Print,N/A,1,22.58,9.33,13.25,16-24,Student,35-50k,2023-11-27/2023-12-03
2023-11-10,Rest_of_UK,Humble_Direct,Print,TIER_10,2,28.64,16.79,11.85,35-44,Early_Career,35-50k,2023-11-06/2023-11-12
2023-12-13,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,12.24,1.75,10.49,35-44,Hobbyist,20-35k,2023-12-11/2023-12-17
2023-11-18,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,25.22,2.74,22.49,45-54,Mid_Career,50-75k,2023-11-13/2023-11-19
2023-11-04,Rest_of_UK,Humble_Direct,Digital,TIER_36,2,89.75,8.72,81.02,25-34,Hobbyist,20-35k,2023-10-30/2023-11-05
2023-11-09,Rest_of_UK,Other_Online,Digital,N/A,1,17.97,2.15,15.82,25-34,Hobbyist,20-35k,2023-11-06/2023-11-12
2023-11-21,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,25.9,4.05,21.85,25-34,Student,35-50k,2023-11-20/2023-11-26
2023-12-06,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,15.63,2.49,13.13,25-34,Mid_Career,35-50k,2023-12-04/2023-12-10
2023-12-16,Rest_of_UK,Humble_Direct,Digital,TIER_36,2,86.18,11.02,75.16,35-44,Senior,20-35k,2023-12-11/2023-12-17
2023-11-13,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,40.39,5.22,35.17,35-44,Early_Career,35-50k,2023-11-13/2023-11-19
2023-11-08,Rest_of_UK,Humble_Direct,Digital,TIER_36,2,104.59,18.27,86.32,45-54,Hobbyist,20-35k,2023-11-06/2023-11-12
2023-11-03,Rest_of_UK,Humble_Direct,Digital,TIER_18,3,76.57,11.38,65.19,45-54,Hobbyist,50-75k,2023-10-30/2023-11-05
2023-11-16,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,20.82,2.33,18.49,25-34,Senior,20-35k,2023-11-13/2023-11-19
2023-12-01,Rest_of_UK,Humble_Direct,Digital,TIER_18,3,70.28,6.06,64.22,25-34,Early_Career,35-50k,2023-11-27/2023-12-03
2023-12-02,Rest_of_UK,Other_Online,Digital,N/A,1,14.56,2.24,12.32,25-34,Student,35-50k,2023-11-27/2023-12-03
2023-11-19,Rest_of_UK,Humble_Direct,Digital,TIER_18,3,81.03,9.48,71.55,25-34,Hobbyist,50-75k,2023-11-13/2023-11-19
2023-11-27,Rest_of_UK,Humble_Direct,Digital,TIER_18,2,55.33,5.96,49.37,25-34,Mid_Career,35-50k,2023-11-27/2023-12-03
2023-11-11,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,13.06,1.84,11.22,25-34,Student,50-75k,2023-11-06/2023-11-12
2023-12-19,Rest_of_UK,Humble_Direct,Digital,TIER_18,2,52.89,7.3,45.59,16-24,Mid_Career,50-75k,2023-12-18/2023-12-24
2023-11-04,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,28.4,3.96,24.44,35-44,Early_Career,35-50k,2023-10-30/2023-11-05
2023-12-20,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,20.2,2.24,17.95,35-44,Student,75k+,2023-12-18/2023-12-24
2023-12-16,Rest_of_UK,Humble_Direct,Digital,TIER_36,2,83.07,10.19,72.88,25-34,Early_Career,20-35k,2023-12-11/2023-12-17
2023-11-30,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,19.67,2.16,17.51,25-34,Student,50-75k,2023-11-27/2023-12-03
2023-11-01,Rest_of_UK,Humble_Direct,Digital,TIER_18,3,82.98,12.62,70.36,45-54,Early_Career,<20k,2023-10-30/2023-11-05
2023-11-07,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,23.5,2.04,21.46,25-34,Early_Career,35-50k,2023-11-06/2023-11-12
2023-11-26,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,18.54,2.9,15.64,45-54,Mid_Career,<20k,2023-11-20/2023-11-26
2023-11-15,Manchester,Humble_Direct,Digital,TIER_18,1,19.93,2.19,17.74,25-34,Early_Career,50-75k,2023-11-13/2023-11-19
2023-11-17,Manchester,Humble_Direct,Digital,TIER_36,1,53.38,5.49,47.89,25-34,Hobbyist,50-75k,2023-11-13/2023-11-19
2023-11-06,Rest_of_UK,Humble_Direct,Digital,TIER_36,2,109.02,11.39,97.63,45-54,Mid_Career,<20k,2023-11-06/2023-11-12
2023-12-17,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,15.87,1.89,13.97,25-34,Student,20-35k,2023-12-11/2023-12-17
2023-12-07,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,49.2,8.2,41.0,45-54,Hobbyist,50-75k,2023-12-04/2023-12-10
2023-12-22,Rest_of_UK,Humble_Direct,Print,TIER_18,4,100.07,44.83,55.24,25-34,Hobbyist,35-50k,2023-12-18/2023-12-24
2023-12-02,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,54.62,4.61,50.01,45-54,Student,75k+,2023-11-27/2023-12-03
2023-12-05,Rest_of_UK,Humble_Direct,Digital,TIER_36,3,156.06,15.83,140.23,16-24,Student,50-75k,2023-12-04/2023-12-10
2023-12-10,Rest_of_UK,Other_Online,Print,N/A,1,28.26,12.09,16.17,16-24,Early_Career,20-35k,2023-12-04/2023-12-10
2023-11-07,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,23.02,2.21,20.81,55+,Student,20-35k,2023-11-06/2023-11-12
2023-12-12,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,20.52,2.07,18.46,45-54,Early_Career,35-50k,2023-12-11/2023-12-17
2023-11-21,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,48.24,4.94,43.3,25-34,Senior,35-50k,2023-11-20/2023-11-26
2023-11-27,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,22.85,4.0,18.84,25-34,Senior,<20k,2023-11-27/2023-12-03
2023-11-26,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,20.5,2.17,18.32,25-34,Early_Career,20-35k,2023-11-20/2023-11-26
2023-12-18,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,10.58,1.21,9.37,25-34,Early_Career,50-75k,2023-12-18/2023-12-24
2023-12-03,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,22.34,2.74,19.61,35-44,Senior,20-35k,2023-11-27/2023-12-03
2023-11-02,Rest_of_UK,Amazon,Print,N/A,2,45.62,18.21,27.41,25-34,Senior,20-35k,2023-10-30/2023-11-05
2023-11-14,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,14.52,2.27,12.25,25-34,Early_Career,35-50k,2023-11-13/2023-11-19
2023-12-17,Rest_of_UK,Amazon,Digital,N/A,1,11.57,1.15,10.43,25-34,Student,75k+,2023-12-11/2023-12-17
2023-12-05,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,51.6,6.68,44.92,35-44,Hobbyist,35-50k,2023-12-04/2023-12-10
2023-11-13,Rest_of_UK,Other_Online,Print,N/A,1,18.97,10.4,8.57,16-24,Student,35-50k,2023-11-13/2023-11-19
2023-11-25,Rest_of_UK,Humble_Direct,Digital,TIER_36,3,160.92,16.94,143.98,35-44,Student,50-75k,2023-11-20/2023-11-26
2023-12-13,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,11.2,1.1,10.09,35-44,Early_Career,35-50k,2023-12-11/2023-12-17
2023-11-23,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,28.0,4.23,23.77,35-44,Hobbyist,<20k,2023-11-20/2023-11-26
2023-12-03,Manchester,Indie_Bookshop,Print,N/A,2,48.24,19.19,29.05,25-34,Mid_Career,35-50k,2023-11-27/2023-12-03
2023-11-06,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,20.87,2.19,18.67,25-34,Student,75k+,2023-11-06/2023-11-12
2023-12-05,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,36.88,6.48,30.4,35-44,Hobbyist,20-35k,2023-12-04/2023-12-10
2023-12-14,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,44.98,7.78,37.2,25-34,Mid_Career,50-75k,2023-12-11/2023-12-17
2023-11-28,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,26.17,4.1,22.07,45-54,Student,50-75k,2023-11-27/2023-12-03
2023-11-19,Rest_of_UK,Amazon,Print,N/A,1,29.02,9.88,19.13,25-34,Mid_Career,20-35k,2023-11-13/2023-11-19
2023-11-26,Manchester,Amazon,Print,N/A,1,31.05,13.05,18.0,35-44,Early_Career,50-75k,2023-11-20/2023-11-26
2023-11-01,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,30.22,5.41,24.81,55+,Mid_Career,35-50k,2023-10-30/2023-11-05
2023-12-15,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,10.91,1.92,8.99,45-54,Student,20-35k,2023-12-11/2023-12-17
2023-11-03,Rest_of_UK,Humble_Direct,Digital,TIER_36,3,117.75,11.82,105.93,35-44,Mid_Career,35-50k,2023-10-30/2023-11-05
2023-12-23,Rest_of_UK,Humble_Direct,Digital,TIER_18,2,41.08,6.53,34.55,16-24,Student,<20k,2023-12-18/2023-12-24
2023-11-29,Rest_of_UK,Amazon,Digital,N/A,1,14.63,1.86,12.77,35-44,Hobbyist,50-75k,2023-11-27/2023-12-03
2023-11-21,Manchester,Other_Online,Print,N/A,2,47.68,18.83,28.85,16-24,Student,35-50k,2023-11-20/2023-11-26
2023-11-19,Rest_of_UK,Other_Online,Print,N/A,1,25.75,9.87,15.88,35-44,Mid_Career,35-50k,2023-11-13/2023-11-19
2023-12-21,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,10.99,1.76,9.23,35-44,Mid_Career,<20k,2023-12-18/2023-12-24
2023-11-12,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,38.8,4.6,34.19,25-34,Mid_Career,50-75k,2023-11-06/2023-11-12
2023-11-12,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,24.73,4.22,20.51,35-44,Mid_Career,20-35k,2023-11-06/2023-11-12
2023-12-16,Rest_of_UK,Other_Online,Print,N/A,4,120.01,36.73,83.28,25-34,Senior,20-35k,2023-12-11/2023-12-17
2023-11-28,Rest_of_UK,Amazon,Digital,N/A,1,18.01,3.04,14.97,16-24,Mid_Career,<20k,2023-11-27/2023-12-03
2023-11-19,Manchester,Humble_Direct,Digital,TIER_36,1,39.24,6.1,33.14,55+,Hobbyist,35-50k,2023-11-13/2023-11-19
2023-11-03,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,28.71,4.5,24.21,25-34,Hobbyist,50-75k,2023-10-30/2023-11-05
2023-11-24,Manchester,Amazon,Print,N/A,1,22.52,12.69,9.83,35-44,Student,<20k,2023-11-20/2023-11-26
2023-11-27,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,38.11,4.51,33.6,25-34,Mid_Career,50-75k,2023-11-27/2023-12-03
2023-12-02,Rest_of_UK,Amazon,Print,N/A,1,28.34,12.39,15.95,16-24,Student,50-75k,2023-11-27/2023-12-03
2023-12-17,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,11.47,1.66,9.81,25-34,Student,20-35k,2023-12-11/2023-12-17
2023-12-19,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,21.76,3.19,18.57,16-24,Mid_Career,20-35k,2023-12-18/2023-12-24
2023-11-29,Rest_of_UK,Other_Online,Digital,N/A,1,21.16,2.59,18.57,45-54,Hobbyist,50-75k,2023-11-27/2023-12-03
2023-11-12,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,13.88,1.56,12.32,16-24,Early_Career,50-75k,2023-11-06/2023-11-12
2023-12-18,Manchester,Humble_Direct,Digital,TIER_18,2,53.75,6.97,46.78,25-34,Mid_Career,20-35k,2023-12-18/2023-12-24
2023-12-16,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,21.95,1.92,20.04,16-24,Early_Career,35-50k,2023-12-11/2023-12-17
2023-11-30,Manchester,Indie_Bookshop,Digital,N/A,2,41.89,6.58,35.31,25-34,Mid_Career,20-35k,2023-11-27/2023-12-03
2023-11-02,Rest_of_UK,Other_Online,Print,N/A,2,61.32,20.89,40.43,25-34,Hobbyist,20-35k,2023-10-30/2023-11-05
2023-11-20,Manchester,Humble_Direct,Digital,TIER_36,1,48.67,5.44,43.23,55+,Mid_Career,20-35k,2023-11-20/2023-11-26
2023-12-04,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,11.01,1.64,9.37,35-44,Early_Career,20-35k,2023-12-04/2023-12-10
2023-12-17,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,19.32,1.87,17.44,25-34,Hobbyist,35-50k,2023-12-11/2023-12-17
2023-12-14,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,15.61,1.76,13.85,16-24,Hobbyist,35-50k,2023-12-11/2023-12-17
2023-11-11,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,15.61,1.79,13.83,25-34,Hobbyist,20-35k,2023-11-06/2023-11-12
2023-12-07,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,13.84,1.2,12.64,16-24,Early_Career,35-50k,2023-12-04/2023-12-10
2023-12-16,Rest_of_UK,Humble_Direct,Digital,TIER_10,5,61.28,8.54,52.74,25-34,Senior,<20k,2023-12-11/2023-12-17
2023-12-06,Rest_of_UK,Amazon,Digital,N/A,1,12.01,1.2,10.81,45-54,Early_Career,50-75k,2023-12-04/2023-12-10
2023-11-05,Rest_of_UK,Amazon,Print,N/A,2,53.75,26.2,27.55,45-54,Mid_Career,20-35k,2023-10-30/2023-11-05
2023-12-04,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,13.44,2.02,11.43,45-54,Early_Career,50-75k,2023-12-04/2023-12-10
2023-11-18,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,14.74,1.95,12.79,45-54,Mid_Career,35-50k,2023-11-13/2023-11-19
2023-11-28,Rest_of_UK,Other_Online,Print,N/A,1,30.03,11.58,18.45,55+,Student,<20k,2023-11-27/2023-12-03
2023-12-16,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,22.47,3.09,19.39,25-34,Senior,35-50k,2023-12-11/2023-12-17
2023-11-07,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,24.53,2.7,21.83,35-44,Mid_Career,<20k,2023-11-06/2023-11-12
2023-11-05,Rest_of_UK,Amazon,Print,N/A,2,58.39,26.08,32.31,16-24,Mid_Career,35-50k,2023-10-30/2023-11-05
2023-12-06,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,51.6,4.28,47.32,25-34,Early_Career,<20k,2023-12-04/2023-12-10
2023-12-23,Rest_of_UK,Humble_Direct,Digital,TIER_18,5,107.43,16.24,91.19,16-24,Mid_Career,20-35k,2023-12-18/2023-12-24
2023-12-22,Rest_of_UK,Humble_Direct,Digital,TIER_18,3,71.77,6.54,65.22,45-54,Hobbyist,35-50k,2023-12-18/2023-12-24
2023-12-05,Rest_of_UK,Humble_Direct,Digital,TIER_18,4,95.19,15.08,80.11,45-54,Early_Career,20-35k,2023-12-04/2023-12-10
2023-12-17,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,12.96,2.01,10.95,55+,Early_Career,50-75k,2023-12-11/2023-12-17
2023-12-05,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,12.46,1.64,10.82,45-54,Mid_Career,35-50k,2023-12-04/2023-12-10
2023-12-04,Manchester,Humble_Direct,Digital,TIER_10,2,22.6,3.61,18.98,35-44,Student,20-35k,2023-12-04/2023-12-10
2023-12-19,Manchester,Indie_Bookshop,Print,N/A,2,61.98,18.01,43.97,25-34,Student,<20k,2023-12-18/2023-12-24
2023-11-02,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,24.01,3.67,20.34,16-24,Student,50-75k,2023-10-30/2023-11-05
2023-11-23,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,21.6,3.34,18.25,55+,Student,35-50k,2023-11-20/2023-11-26
2023-11-21,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,14.19,2.16,12.04,45-54,Senior,75k+,2023-11-20/2023-11-26
2023-12-05,Rest_of_UK,Indie_Bookshop,Print,N/A,1,23.67,10.68,12.99,25-34,Senior,20-35k,2023-12-04/2023-12-10
2023-12-02,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,46.82,6.93,39.88,25-34,Senior,75k+,2023-11-27/2023-12-03
2023-11-26,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,22.26,3.32,18.94,25-34,Mid_Career,50-75k,2023-11-20/2023-11-26
2023-11-10,Manchester,Humble_Direct,Digital,TIER_10,2,23.95,1.93,22.02,16-24,Student,20-35k,2023-11-06/2023-11-12
2023-12-03,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,26.65,4.56,22.09,45-54,Early_Career,<20k,2023-11-27/2023-12-03
2023-11-18,Rest_of_UK,Indie_Bookshop,Print,N/A,1,18.43,11.81,6.62,35-44,Early_Career,<20k,2023-11-13/2023-11-19
2023-11-26,Manchester,Humble_Direct,Digital,TIER_10,1,10.71,1.29,9.42,35-44,Early_Career,35-50k,2023-11-20/2023-11-26
2023-11-02,Rest_of_UK,Humble_Direct,Digital,TIER_10,3,32.08,2.97,29.11,55+,Hobbyist,35-50k,2023-10-30/2023-11-05
2023-12-01,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,25.02,2.29,22.72,25-34,Mid_Career,20-35k,2023-11-27/2023-12-03
2023-11-08,Rest_of_UK,Amazon,Digital,N/A,1,12.34,2.22,10.13,35-44,Early_Career,20-35k,2023-11-06/2023-11-12
2023-11-04,Rest_of_UK,Amazon,Print,N/A,2,63.26,20.88,42.38,35-44,Senior,35-50k,2023-10-30/2023-11-05
2023-11-22,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,36.62,6.11,30.51,16-24,Student,20-35k,2023-11-20/2023-11-26
2023-12-17,Rest_of_UK,Humble_Direct,Digital,TIER_36,2,112.64,12.62,100.01,25-34,Student,75k+,2023-12-11/2023-12-17
2023-11-10,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,22.54,2.01,20.53,45-54,Mid_Career,35-50k,2023-11-06/2023-11-12
2023-12-17,Rest_of_UK,Amazon,Digital,N/A,1,17.6,1.44,16.16,25-34,Mid_Career,<20k,2023-12-11/2023-12-17
2023-11-17,Manchester,Humble_Direct,Digital,TIER_18,2,47.64,3.94,43.7,45-54,Hobbyist,75k+,2023-11-13/2023-11-19
2023-11-02,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,21.06,2.71,18.35,25-34,Mid_Career,20-35k,2023-10-30/2023-11-05
2023-11-12,Rest_of_UK,Indie_Bookshop,Print,N/A,1,25.07,11.27,13.8,25-34,Early_Career,35-50k,2023-11-06/2023-11-12
2023-11-03,Rest_of_UK,Humble_Direct,Digital,TIER_18,2,40.95,5.2,35.75,25-34,Early_Career,35-50k,2023-10-30/2023-11-05
2023-11-01,Rest_of_UK,Humble_Direct,Digital,TIER_18,2,40.47,5.13,35.34,16-24,Student,<20k,2023-10-30/2023-11-05
2023-12-04,Rest_of_UK,Indie_Bookshop,Print,N/A,1,33.34,13.71,19.63,35-44,Early_Career,<20k,2023-12-04/2023-12-10
2023-12-17,Rest_of_UK,Amazon,Digital,N/A,1,10.94,1.11,9.83,25-34,Hobbyist,75k+,2023-12-11/2023-12-17
2023-11-28,Rest_of_UK,Other_Online,Print,N/A,1,26.26,9.4,16.86,35-44,Hobbyist,20-35k,2023-11-27/2023-12-03
2023-12-11,Manchester,Humble_Direct,Digital,TIER_10,2,30.12,2.42,27.69,35-44,Mid_Career,20-35k,2023-12-11/2023-12-17
2023-11-28,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,20.54,2.35,18.2,35-44,Early_Career,50-75k,2023-11-27/2023-12-03
2023-12-02,Manchester,Amazon,Print,N/A,1,20.48,12.15,8.34,16-24,Early_Career,20-35k,2023-11-27/2023-12-03
2023-12-08,Rest_of_UK,Indie_Bookshop,Print,N/A,1,31.24,9.55,21.69,16-24,Mid_Career,75k+,2023-12-04/2023-12-10
2023-11-11,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,15.35,1.64,13.71,35-44,Mid_Career,20-35k,2023-11-06/2023-11-12
2023-11-07,Rest_of_UK,Humble_Direct,Print,TIER_36,1,44.96,10.46,34.5,55+,Mid_Career,20-35k,2023-11-06/2023-11-12
2023-11-15,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,12.29,1.17,11.12,25-34,Early_Career,<20k,2023-11-13/2023-11-19
2023-11-28,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,15.54,1.88,13.66,25-34,Mid_Career,20-35k,2023-11-27/2023-12-03
2023-11-03,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,27.67,4.91,22.76,25-34,Early_Career,35-50k,2023-10-30/2023-11-05
2023-11-19,Manchester,Humble_Direct,Digital,TIER_18,1,22.96,4.02,18.95,35-44,Early_Career,20-35k,2023-11-13/2023-11-19
2023-11-19,Manchester,Humble_Direct,Digital,TIER_10,1,10.33,1.1,9.23,55+,Student,75k+,2023-11-13/2023-11-19
2023-12-21,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,30.56,2.91,27.65,25-34,Student,35-50k,2023-12-18/2023-12-24
2023-12-14,Rest_of_UK,Amazon,Digital,N/A,2,36.87,3.33,33.54,25-34,Mid_Career,35-50k,2023-12-11/2023-12-17
2023-11-23,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,11.32,1.17,10.16,16-24,Mid_Career,35-50k,2023-11-20/2023-11-26
2023-11-21,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,11.37,1.77,9.6,35-44,Senior,35-50k,2023-11-20/2023-11-26
2023-11-28,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,12.01,1.27,10.74,16-24,Mid_Career,20-35k,2023-11-27/2023-12-03
2023-11-13,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,19.61,3.18,16.43,35-44,Hobbyist,20-35k,2023-11-13/2023-11-19
2023-11-11,Rest_of_UK,Amazon,Digital,N/A,2,39.71,6.97,32.74,35-44,Early_Career,35-50k,2023-11-06/2023-11-12
2023-12-01,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,13.11,1.61,11.5,16-24,Senior,20-35k,2023-11-27/2023-12-03
2023-12-08,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,10.32,1.51,8.81,25-34,Hobbyist,20-35k,2023-12-04/2023-12-10
2023-12-19,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,27.83,3.96,23.86,25-34,Mid_Career,20-35k,2023-12-18/2023-12-24
2023-12-09,Manchester,Humble_Direct,Digital,TIER_18,1,19.22,2.85,16.37,45-54,Student,50-75k,2023-12-04/2023-12-10
2023-11-12,Rest_of_UK,Amazon,Digital,N/A,1,10.21,0.85,9.36,55+,Hobbyist,<20k,2023-11-06/2023-11-12
2023-11-22,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,13.2,2.22,10.98,55+,Mid_Career,20-35k,2023-11-20/2023-11-26
2023-11-11,Rest_of_UK,Indie_Bookshop,Print,N/A,1,27.82,9.5,18.32,45-54,Hobbyist,35-50k,2023-11-06/2023-11-12
2023-12-07,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,11.75,1.2,10.55,25-34,Early_Career,35-50k,2023-12-04/2023-12-10
2023-12-12,Rest_of_UK,Humble_Direct,Digital,TIER_36,2,94.44,15.57,78.86,25-34,Student,50-75k,2023-12-11/2023-12-17
2023-12-15,Rest_of_UK,Indie_Bookshop,Digital,N/A,1,17.64,2.31,15.33,25-34,Early_Career,50-75k,2023-12-11/2023-12-17
2023-11-03,Rest_of_UK,Humble_Direct,Digital,TIER_36,2,100.68,10.54,90.14,35-44,Mid_Career,20-35k,2023-10-30/2023-11-05
